t,pan_deg,tilt_deg,pan_vel_deg_s,tilt_vel_deg_s,pan_acc_deg_s2,tilt_acc_deg_s2,human,cx,cy
18.6659,132.6,133.8,0,0,0,0,3,635,381
18.7199,132.6,133.8,0,0,0,0,3,638,368
18.7731,132.6,133.8,0,0,0,0,3,642,376
18.8262,132.6,133.8,0,0,0,0,3,641,371
18.8791,132.6,133.8,0,0,0,0,3,641,378
18.9319,132.6,133.8,0,0,0,0,3,647,369
18.9853,132.6,133.8,0,0,0,0,3,648,372
19.0397,132.6,133.8,0,0,0,0,3,649,368
19.0934,132.6,133.8,0,0,0,0,3,647,373
19.1464,132.6,133.8,0,0,0,0,3,650,372
19.2021,132.6,133.8,0,0,0,0,3,649,375
19.2554,132.6,133.8,0,0,0,0,3,657,368
19.3099,132.6,133.8,0,0,0,0,3,645,370
19.3654,132.6,133.8,0,0,0,0,3,643,376
19.4207,132.6,133.8,0,0,0,0,3,641,371
19.4739,132.6,133.8,0,0,0,0,3,641,366
19.5277,132.6,133.8,0,0,0,0,3,643,366
19.5814,132.6,133.8,0,0,0,0,3,645,367
19.6342,132.6,133.8,0,0,0,0,3,644,370
19.6872,132.6,133.8,0,0,0,0,3,641,371
19.7402,132.6,133.8,0,0,0,0,3,642,367
19.7911,132.6,133.8,0,0,0,0,3,643,369
19.8446,132.6,133.8,0,0,0,0,3,642,367
19.898,132.6,133.8,0,0,0,0,3,643,368
19.9546,132.6,133.8,0,0,0,0,3,643,371
20.0072,132.6,133.8,0,0,0,0,3,643,368
20.0606,132.6,133.8,0,0,0,0,3,640,368
20.1136,132.6,133.8,0,0,0,0,3,643,374
20.1684,132.6,133.8,0,0,0,0,3,640,373
20.2198,132.6,133.8,0,0,0,0,3,635,367
20.2733,132.6,133.8,0,0,0,0,3,637,373
20.3243,132.6,133.8,0,0,0,0,3,639,373
20.375,132.6,133.8,0,0,0,0,3,640,370
20.4295,132.6,133.8,0,0,0,0,3,641,370
20.4821,132.6,133.8,0,0,0,0,3,641,372
20.5368,132.6,133.8,0,0,0,0,3,642,371
20.5896,132.6,133.8,0,0,0,0,3,641,362
20.6444,132.6,133.8,0,0,0,0,3,644,365
20.6972,132.6,133.8,0,0,0,0,3,645,366
20.7505,132.6,133.8,0,0,0,0,3,644,367
20.8034,132.6,133.8,0,0,0,0,3,644,367
20.8574,132.6,133.8,0,0,0,0,3,643,366
20.9083,132.6,133.8,0,0,0,0,3,643,364
20.9626,132.6,133.8,0,0,0,0,3,642,368
21.0162,132.6,133.8,0,0,0,0,3,643,367
21.0705,132.6,133.8,0,0,0,0,3,643,367
21.1242,132.6,133.8,0,0,0,0,3,642,367
21.1746,132.6,133.8,0,0,0,0,3,642,367
21.2252,132.6,133.8,0,0,0,0,3,643,371
21.2758,132.6,133.8,0,0,0,0,3,641,372
21.3282,132.6,133.8,0,0,0,0,3,641,367
21.3812,132.6,133.8,0,0,0,0,3,642,373
21.4337,132.6,133.8,0,0,0,0,3,648,367
21.4868,132.6,133.8,0,0,0,0,3,641,367
21.5391,132.6,133.8,0,0,0,0,3,641,369
21.5914,132.6,133.8,0,0,0,0,3,640,368
21.6482,132.6,133.8,0,0,0,0,3,638,368
21.7007,132.6,133.8,0,0,0,0,3,638,371
21.756,132.6,133.8,0,0,0,0,3,639,368
21.8079,132.6,133.8,0,0,0,0,3,640,368
21.8661,132.6,133.8,0,0,0,0,3,639,369
21.9209,132.6,133.8,0,0,0,0,3,641,371
21.9741,132.6,133.8,0,0,0,0,3,645,371
22.026,132.6,133.8,0,0,0,0,3,646,370
22.0785,132.6,133.8,0,0,0,0,3,642,365
22.1313,132.6,133.8,0,0,0,0,3,648,368
22.1846,132.6,133.8,0,0,0,0,3,647,367
22.239,132.6,133.8,0,0,0,0,3,641,371
22.2913,132.6,133.8,0,0,0,0,3,641,368
22.3465,132.6,133.8,0,0,0,0,3,640,372
22.3994,132.6,133.8,0,0,0,0,3,639,373
22.4533,132.6,133.8,0,0,0,0,3,639,370
22.5111,132.6,133.8,0,0,0,0,3,640,371
22.5668,132.6,133.8,0,0,0,0,3,643,364
22.621,132.6,133.8,0,0,0,0,3,675,363
22.6754,132.6,133.8,0,0,0,0,3,656,368
22.7269,132.6,133.8,0,0,0,0,3,663,365
22.7785,132.6,133.8,0,0,0,0,3,652,367
22.8314,132.6,133.8,0,0,0,0,3,653,369
22.8864,132.6,133.8,0,0,0,0,3,651,368
22.9406,132.6,133.8,0,0,0,0,3,648,367
22.9936,132.6,133.8,0,0,0,0,2,648,372
23.0464,132.6,133.8,0,0,0,0,2,644,371
23.1,132.6,133.8,0,0,0,0,2,646,367
23.1538,132.6,133.8,0,0,0,0,2,645,367
23.2074,132.6,133.8,0,0,0,0,2,644,370
23.2598,132.6,133.8,0,0,0,0,2,642,366
23.3136,132.6,133.8,0,0,0,0,2,645,370
23.3693,132.6,133.8,0,0,0,0,2,645,373
23.4228,132.6,133.8,0,0,0,0,2,640,370
23.4766,132.6,133.8,0,0,0,0,2,638,369
23.5275,132.6,133.8,0,0,0,0,2,640,368
23.5823,132.6,133.8,0,0,0,0,2,644,368
23.6374,132.6,133.8,0,0,0,0,2,643,369
23.6904,132.6,133.8,0,0,0,0,2,645,375
23.743,132.6,133.8,0,0,0,0,2,648,371
23.794,132.6,133.8,0,0,0,0,3,646,367
23.8456,132.6,133.8,0,0,0,0,3,646,362
23.8979,132.6,133.8,0,0,0,0,3,646,367
23.9536,132.6,133.8,0,0,0,0,3,649,373
24.0066,132.6,133.8,0,0,0,0,3,645,367
24.0571,132.6,133.8,0,0,0,0,3,644,368
24.1107,132.6,133.8,0,0,0,0,3,647,369
24.1645,132.6,133.8,0,0,0,0,3,646,368
24.2208,132.6,133.8,0,0,0,0,3,645,368
24.275,132.6,133.8,0,0,0,0,3,646,372
24.3288,132.6,133.8,0,0,0,0,3,646,375
24.3821,132.6,133.8,0,0,0,0,3,644,373
24.4376,132.6,133.8,0,0,0,0,3,644,373
24.4924,132.6,133.8,0,0,0,0,3,643,371
24.544,132.6,133.8,0,0,0,0,3,641,366
24.5955,132.6,133.8,0,0,0,0,3,643,365
24.6491,132.6,133.8,0,0,0,0,3,644,375
